date,season,away_team.x,away_goals,home_team,home_goals,extra_time,attendance,winner,game_status,home_odds,tie_odds,away_odds,location_lon,location_lat,label_content
17/12/2018,2018/2019,St. Louis Blues,4,Edmonton Oilers,1,Normal Time,18347,St. Louis Blues,Played,2.07,4.35,3.05,-113.498029,53.546977,Edmonton Oilers vs St. Louis Blues | Score: 1 - 4 Normal Time | Winner is St. Louis Blues
18/12/2018,2018/2019,Pittsburgh Penguins,2,Washington Capitals,1,Normal Time,18506,Pittsburgh Penguins,Played,2.16,4.4,3.02,-77.021903,38.898147,Washington Capitals vs Pittsburgh Penguins | Score: 1 - 2 Normal Time | Winner is Pittsburgh Penguins
18/12/2018,2018/2019,Montreal Cadiens,1,Colorado Avalanche,2,Normal Time,15469,Colorado Avalanche,Played,2.01,4.4,3.22,-105.008479,39.74822,Colorado Avalanche vs Montreal Cadiens | Score: 2 - 1 Normal Time | Winner is Colorado Avalanche
19/12/2018,2018/2019,Chicago Blackhawks,5,Dallas Stars,2,Normal Time,18532,Chicago Blackhawks,Played,1.77,5.55,3.84,-96.810706,32.791093,Dallas Stars vs Chicago Blackhawks | Score: 2 - 5 Normal Time | Winner is Chicago Blackhawks
19/12/2018,2018/2019,Montreal Cadiens,2,Arizo Coyotes,1,Normal Time,11149,Montreal Cadiens,Played,2.32,4.4,2.7,-112.261173,33.532977,Arizo Coyotes vs Montreal Cadiens | Score: 1 - 2 Normal Time | Winner is Montreal Cadiens
19/12/2018,2018/2019,Detroit Red Wings,4,Caroli Hurricanes,1,Normal Time,13548,Detroit Red Wings,Played,1.71,4.6,4.35,-78.721967,35.803306,Caroli Hurricanes vs Detroit Red Wings | Score: 1 - 4 Normal Time | Winner is Detroit Red Wings
19/12/2018,2018/2019,Winnipeg Jets,5,San Jose Sharks,3,Normal Time,17213,Winnipeg Jets,Played,2.2,4.33,2.82,-121.901304,37.332713,San Jose Sharks vs Winnipeg Jets | Score: 3 - 5 Normal Time | Winner is Winnipeg Jets
19/12/2018,2018/2019,shville Predators,1,Philadelphia Flyers,2,Normal Time,19142,Philadelphia Flyers,Played,2.74,4.8,2.43,-75.171967,39.90041,Philadelphia Flyers vs shville Predators | Score: 2 - 1 Normal Time | Winner is Philadelphia Flyers
19/12/2018,2018/2019,New Jersey Devils,1,Columbus Blue Jackets,2,Normal Time,15595,Columbus Blue Jackets,Played,1.83,4.95,3.92,-83.006102,39.96904,Columbus Blue Jackets vs New Jersey Devils | Score: 2 - 1 Normal Time | Winner is Columbus Blue Jackets
19/12/2018,2018/2019,Minnesota Wild,1,Pittsburgh Penguins,2,Normal Time,18435,Pittsburgh Penguins,Played,2.45,4.33,2.75,-79.989706,40.438823,Pittsburgh Penguins vs Minnesota Wild | Score: 2 - 1 Normal Time | Winner is Pittsburgh Penguins
19/12/2018,2018/2019,Aheim Ducks,1,Boston Bruins,3,Normal Time,17565,Boston Bruins,Played,2,4.45,3.22,-71.062106,42.366179,Boston Bruins vs Aheim Ducks | Score: 3 - 1 Normal Time | Winner is Boston Bruins
19/12/2018,2018/2019,Florida Panthers,1,Toronto Maple Leafs,6,Normal Time,19329,Toronto Maple Leafs,Played,1.67,5.15,4.55,-79.379026,43.64341,Toronto Maple Leafs vs Florida Panthers | Score: 6 - 1 Normal Time | Winner is Toronto Maple Leafs
19/12/2018,2018/2019,St. Louis Blues,1,Vancouver Canucks,5,Normal Time,18261,Vancouver Canucks,Played,2.42,4.65,2.58,-123.108833,49.277821,Vancouver Canucks vs St. Louis Blues | Score: 5 - 1 Normal Time | Winner is Vancouver Canucks
19/12/2018,2018/2019,Tampa Bay Lightning,5,Calgary Flames,4,SO,19289,Tampa Bay Lightning,Played,2.46,4.9,2.49,-114.051939,51.037398,Calgary Flames vs Tampa Bay Lightning | Score: 4 - 5 SO | Winner is Tampa Bay Lightning
20/12/2018,2018/2019,Buffalo Sabres,1,Washington Capitals,2,Normal Time,18506,Washington Capitals,Played,1.89,5.05,3.74,-77.021903,38.898147,Washington Capitals vs Buffalo Sabres | Score: 2 - 1 Normal Time | Winner is Washington Capitals
20/12/2018,2018/2019,Chicago Blackhawks,2,Colorado Avalanche,1,Normal Time,17850,Chicago Blackhawks,Played,1.61,5.3,4.55,-105.008479,39.74822,Colorado Avalanche vs Chicago Blackhawks | Score: 1 - 2 Normal Time | Winner is Chicago Blackhawks
20/12/2018,2018/2019,Ottawa Setors,2,New Jersey Devils,5,Normal Time,14614,New Jersey Devils,Played,2.06,4.5,3.2,-74.171058,40.733511,New Jersey Devils vs Ottawa Setors | Score: 5 - 2 Normal Time | Winner is New Jersey Devils
21/12/2018,2018/2019,Colorado Avalanche,4,Arizo Coyotes,6,Normal Time,13896,Arizo Coyotes,Played,2.72,4.2,2.32,-112.261173,33.532977,Arizo Coyotes vs Colorado Avalanche | Score: 6 - 4 Normal Time | Winner is Arizo Coyotes
21/12/2018,2018/2019,Pittsburgh Penguins,3,Caroli Hurricanes,0,Normal Time,16264,Pittsburgh Penguins,Played,2.4,4.33,2.62,-78.721967,35.803306,Caroli Hurricanes vs Pittsburgh Penguins | Score: 0 - 3 Normal Time | Winner is Pittsburgh Penguins
21/12/2018,2018/2019,Pittsburgh Penguins,3,Caroli Hurricanes,0,Normal Time,16264,Pittsburgh Penguins,Played,2.8,4.2,2.35,-78.721967,35.803306,Caroli Hurricanes vs Pittsburgh Penguins | Score: 0 - 3 Normal Time | Winner is Pittsburgh Penguins
21/12/2018,2018/2019,Aheim Ducks,0,Buffalo Sabres,3,Normal Time,19070,Buffalo Sabres,Played,2.5,4.2,2.58,-78.876395,42.874951,Buffalo Sabres vs Aheim Ducks | Score: 3 - 0 Normal Time | Winner is Buffalo Sabres
21/12/2018,2018/2019,Dallas Stars,2,Minnesota Wild,1,OT,19074,Dallas Stars,Played,2.12,4.33,3.2,-93.102168,44.944905,Minnesota Wild vs Dallas Stars | Score: 1 - 2 OT | Winner is Dallas Stars
21/12/2018,2018/2019,Washington Capitals,4,Ottawa Setors,0,Normal Time,15605,Washington Capitals,Played,3.35,4.55,2.01,-75.927207,45.296899,Ottawa Setors vs Washington Capitals | Score: 0 - 4 Normal Time | Winner is Washington Capitals
21/12/2018,2018/2019,Winnipeg Jets,1,Vancouver Canucks,0,Normal Time,18028,Winnipeg Jets,Played,2.98,4.8,2.11,-123.108833,49.277821,Vancouver Canucks vs Winnipeg Jets | Score: 0 - 1 Normal Time | Winner is Winnipeg Jets
21/12/2018,2018/2019,Tampa Bay Lightning,6,Edmonton Oilers,3,Normal Time,18347,Tampa Bay Lightning,Played,3.08,4.9,2.02,-113.498029,53.546977,Edmonton Oilers vs Tampa Bay Lightning | Score: 3 - 6 Normal Time | Winner is Tampa Bay Lightning
22/12/2018,2018/2019,Los Angeles Kings,4,Vegas Golden Knights,3,OT,18225,Los Angeles Kings,Played,1.79,4.6,3.95,-115.178408,36.102827,Vegas Golden Knights vs Los Angeles Kings | Score: 3 - 4 OT | Winner is Los Angeles Kings
22/12/2018,2018/2019,Arizo Coyotes,4,San Jose Sharks,3,SO,17325,Arizo Coyotes,Played,1.72,4.6,4.2,-121.901304,37.332713,San Jose Sharks vs Arizo Coyotes | Score: 3 - 4 SO | Winner is Arizo Coyotes
22/12/2018,2018/2019,Philadelphia Flyers,3,New York Rangers,2,SO,17515,Philadelphia Flyers,Played,2.41,4.2,2.6,-73.993455,40.750478,New York Rangers vs Philadelphia Flyers | Score: 2 - 3 SO | Winner is Philadelphia Flyers
22/12/2018,2018/2019,Florida Panthers,6,Chicago Blackhawks,3,Normal Time,21789,Florida Panthers,Played,2.42,4.2,2.55,-87.674192,41.880666,Chicago Blackhawks vs Florida Panthers | Score: 3 - 6 Normal Time | Winner is Florida Panthers
22/12/2018,2018/2019,Detroit Red Wings,4,Toronto Maple Leafs,5,OT,19196,Toronto Maple Leafs,Played,1.51,5.3,5.55,-79.379026,43.64341,Toronto Maple Leafs vs Detroit Red Wings | Score: 5 - 4 OT | Winner is Toronto Maple Leafs
26/12/2018,2018/2019,Philadelphia Flyers,5,Tampa Bay Lightning,6,OT,19092,Tampa Bay Lightning,Played,1.67,5.3,4.25,-82.451804,27.942695,Tampa Bay Lightning vs Philadelphia Flyers | Score: 6 - 5 OT | Winner is Tampa Bay Lightning
26/12/2018,2018/2019,Arizo Coyotes,1,Los Angeles Kings,2,Normal Time,18230,Los Angeles Kings,Played,2.14,4.1,3.15,-118.267259,34.043004,Los Angeles Kings vs Arizo Coyotes | Score: 2 - 1 Normal Time | Winner is Los Angeles Kings
26/12/2018,2018/2019,Colorado Avalanche,1,Vegas Golden Knights,2,Normal Time,18505,Vegas Golden Knights,Played,2.15,4.33,2.95,-115.178408,36.102827,Vegas Golden Knights vs Colorado Avalanche | Score: 2 - 1 Normal Time | Winner is Vegas Golden Knights
26/12/2018,2018/2019,Dallas Stars,2,shville Predators,0,Normal Time,17697,Dallas Stars,Played,1.95,4.2,3.68,-86.778458,36.159125,shville Predators vs Dallas Stars | Score: 0 - 2 Normal Time | Winner is Dallas Stars
26/12/2018,2018/2019,Aheim Ducks,2,San Jose Sharks,4,Normal Time,17562,San Jose Sharks,Played,1.88,5.15,3.65,-121.901304,37.332713,San Jose Sharks vs Aheim Ducks | Score: 4 - 2 Normal Time | Winner is San Jose Sharks
26/12/2018,2018/2019,Buffalo Sabres,1,St. Louis Blues,4,Normal Time,17867,St. Louis Blues,Played,2.14,4.2,3.02,-90.202834,38.626798,St. Louis Blues vs Buffalo Sabres | Score: 4 - 1 Normal Time | Winner is St. Louis Blues
26/12/2018,2018/2019,Caroli Hurricanes,1,Washington Capitals,3,Normal Time,18506,Washington Capitals,Played,1.98,4.33,3.35,-77.021903,38.898147,Washington Capitals vs Caroli Hurricanes | Score: 3 - 1 Normal Time | Winner is Washington Capitals
26/12/2018,2018/2019,Detroit Red Wings,2,Pittsburgh Penguins,5,Normal Time,18639,Pittsburgh Penguins,Played,1.62,5.4,4.75,-79.989706,40.438823,Pittsburgh Penguins vs Detroit Red Wings | Score: 5 - 2 Normal Time | Winner is Pittsburgh Penguins
26/12/2018,2018/2019,Columbus Blue Jackets,4,New York Rangers,3,OT,18006,Columbus Blue Jackets,Played,2.85,4.25,2.29,-73.993455,40.750478,New York Rangers vs Columbus Blue Jackets | Score: 3 - 4 OT | Winner is Columbus Blue Jackets
26/12/2018,2018/2019,Minnesota Wild,2,Chicago Blackhawks,5,Normal Time,21735,Chicago Blackhawks,Played,3.08,4.33,2.1,-87.674192,41.880666,Chicago Blackhawks vs Minnesota Wild | Score: 5 - 2 Normal Time | Winner is Chicago Blackhawks
26/12/2018,2018/2019,New Jersey Devils,5,Boston Bruins,2,Normal Time,17565,New Jersey Devils,Played,1.73,5,4.35,-71.062106,42.366179,Boston Bruins vs New Jersey Devils | Score: 2 - 5 Normal Time | Winner is New Jersey Devils
26/12/2018,2018/2019,Calgary Flames,4,Winnipeg Jets,1,Normal Time,15321,Calgary Flames,Played,2.09,4.4,3.02,-97.143754,49.89259,Winnipeg Jets vs Calgary Flames | Score: 1 - 4 Normal Time | Winner is Calgary Flames
26/12/2018,2018/2019,Vancouver Canucks,4,Edmonton Oilers,2,Normal Time,18347,Vancouver Canucks,Played,2.01,4.33,3.4,-113.498029,53.546977,Edmonton Oilers vs Vancouver Canucks | Score: 2 - 4 Normal Time | Winner is Vancouver Canucks
27/12/2018,2018/2019,Montreal Cadiens,5,Florida Panthers,3,Normal Time,19512,Montreal Cadiens,Played,2.15,4.45,3.13,-80.325378,26.158498,Florida Panthers vs Montreal Cadiens | Score: 3 - 5 Normal Time | Winner is Montreal Cadiens
27/12/2018,2018/2019,Toronto Maple Leafs,4,Columbus Blue Jackets,2,Normal Time,18963,Toronto Maple Leafs,Played,2.64,4.75,2.35,-83.006102,39.96904,Columbus Blue Jackets vs Toronto Maple Leafs | Score: 2 - 4 Normal Time | Winner is Toronto Maple Leafs
27/12/2018,2018/2019,Ottawa Setors,3,New York Islanders,6,Normal Time,13434,New York Islanders,Played,1.91,4.6,3.54,-73.975334,40.682624,New York Islanders vs Ottawa Setors | Score: 6 - 3 Normal Time | Winner is New York Islanders
28/12/2018,2018/2019,Philadelphia Flyers,1,Florida Panthers,2,Normal Time,15737,Florida Panthers,Played,2.49,4.33,2.55,-80.325378,26.158498,Florida Panthers vs Philadelphia Flyers | Score: 2 - 1 Normal Time | Winner is Florida Panthers
28/12/2018,2018/2019,Montreal Cadiens,5,Tampa Bay Lightning,6,Normal Time,19092,Tampa Bay Lightning,Played,1.6,5.75,5.2,-82.451804,27.942695,Tampa Bay Lightning vs Montreal Cadiens | Score: 6 - 5 Normal Time | Winner is Tampa Bay Lightning
28/12/2018,2018/2019,Detroit Red Wings,1,Dallas Stars,5,Normal Time,18532,Dallas Stars,Played,1.74,4.7,4.2,-96.810706,32.791093,Dallas Stars vs Detroit Red Wings | Score: 5 - 1 Normal Time | Winner is Dallas Stars
28/12/2018,2018/2019,Arizo Coyotes,5,Aheim Ducks,4,OT,17174,Arizo Coyotes,Played,2.09,4.5,3.05,-117.876426,33.807714,Aheim Ducks vs Arizo Coyotes | Score: 4 - 5 OT | Winner is Arizo Coyotes
28/12/2018,2018/2019,Pittsburgh Penguins,6,St. Louis Blues,1,Normal Time,17475,Pittsburgh Penguins,Played,2.58,4.45,2.4,-90.202834,38.626798,St. Louis Blues vs Pittsburgh Penguins | Score: 1 - 6 Normal Time | Winner is Pittsburgh Penguins
28/12/2018,2018/2019,Chicago Blackhawks,3,Colorado Avalanche,2,OT,18028,Chicago Blackhawks,Played,1.76,4.65,3.98,-105.008479,39.74822,Colorado Avalanche vs Chicago Blackhawks | Score: 2 - 3 OT | Winner is Chicago Blackhawks
28/12/2018,2018/2019,Boston Bruins,3,Buffalo Sabres,2,OT,19070,Boston Bruins,Played,2.57,4.2,2.45,-78.876395,42.874951,Buffalo Sabres vs Boston Bruins | Score: 2 - 3 OT | Winner is Boston Bruins
28/12/2018,2018/2019,Washington Capitals,3,Ottawa Setors,2,Normal Time,16808,Washington Capitals,Played,4.25,5,1.7,-75.927207,45.296899,Ottawa Setors vs Washington Capitals | Score: 2 - 3 Normal Time | Winner is Washington Capitals
28/12/2018,2018/2019,Vancouver Canucks,3,Calgary Flames,2,OT,19289,Vancouver Canucks,Played,1.8,4.5,3.75,-114.051939,51.037398,Calgary Flames vs Vancouver Canucks | Score: 2 - 3 OT | Winner is Vancouver Canucks
29/12/2018,2018/2019,Vegas Golden Knights,5,Arizo Coyotes,1,Normal Time,17125,Vegas Golden Knights,Played,3.2,4.35,2.08,-112.261173,33.532977,Arizo Coyotes vs Vegas Golden Knights | Score: 1 - 5 Normal Time | Winner is Vegas Golden Knights
30/12/2018,2018/2019,Montreal Cadiens,3,Dallas Stars,2,OT,18532,Montreal Cadiens,Played,2.05,4.33,3.26,-96.810706,32.791093,Dallas Stars vs Montreal Cadiens | Score: 2 - 3 OT | Winner is Montreal Cadiens
30/12/2018,2018/2019,Tampa Bay Lightning,2,Aheim Ducks,1,OT,17340,Tampa Bay Lightning,Played,3.38,4.35,2,-117.876426,33.807714,Aheim Ducks vs Tampa Bay Lightning | Score: 1 - 2 OT | Winner is Tampa Bay Lightning
30/12/2018,2018/2019,Philadelphia Flyers,1,Caroli Hurricanes,3,Normal Time,16644,Caroli Hurricanes,Played,2.15,4.33,3,-78.721967,35.803306,Caroli Hurricanes vs Philadelphia Flyers | Score: 3 - 1 Normal Time | Winner is Caroli Hurricanes
30/12/2018,2018/2019,Los Angeles Kings,3,Colorado Avalanche,2,OT,18017,Los Angeles Kings,Played,1.94,4.45,3.58,-105.008479,39.74822,Colorado Avalanche vs Los Angeles Kings | Score: 2 - 3 OT | Winner is Los Angeles Kings
30/12/2018,2018/2019,Ottawa Setors,3,Columbus Blue Jackets,6,Normal Time,18549,Columbus Blue Jackets,Played,1.54,5.25,5.1,-83.006102,39.96904,Columbus Blue Jackets vs Ottawa Setors | Score: 6 - 3 Normal Time | Winner is Columbus Blue Jackets
30/12/2018,2018/2019,Florida Panthers,4,Detroit Red Wings,3,SO,19515,Florida Panthers,Played,2.84,4.2,2.25,-83.055271,42.341077,Detroit Red Wings vs Florida Panthers | Score: 3 - 4 SO | Winner is Florida Panthers
30/12/2018,2018/2019,Pittsburgh Penguins,3,Minnesota Wild,2,Normal Time,19163,Pittsburgh Penguins,Played,2.47,4.2,2.7,-93.102168,44.944905,Minnesota Wild vs Pittsburgh Penguins | Score: 2 - 3 Normal Time | Winner is Pittsburgh Penguins
30/12/2018,2018/2019,San Jose Sharks,5,Calgary Flames,8,Normal Time,19289,Calgary Flames,Played,2.3,4.33,2.71,-114.051939,51.037398,Calgary Flames vs San Jose Sharks | Score: 8 - 5 Normal Time | Winner is Calgary Flames
30/12/2018,2018/2019,Winnipeg Jets,4,Edmonton Oilers,3,Normal Time,18347,Winnipeg Jets,Played,2.9,4.2,2.19,-113.498029,53.546977,Edmonton Oilers vs Winnipeg Jets | Score: 3 - 4 Normal Time | Winner is Winnipeg Jets
31/12/2018,2018/2019,Los Angeles Kings,0,Vegas Golden Knights,2,Normal Time,18319,Vegas Golden Knights,Played,1.64,5.1,4.75,-115.178408,36.102827,Vegas Golden Knights vs Los Angeles Kings | Score: 2 - 0 Normal Time | Winner is Vegas Golden Knights
31/12/2018,2018/2019,Philadelphia Flyers,0,shville Predators,4,Normal Time,17481,shville Predators,Played,1.78,4.8,3.85,-86.778458,36.159125,shville Predators vs Philadelphia Flyers | Score: 4 - 0 Normal Time | Winner is shville Predators
1/01/2019,2018/2019,New Jersey Devils,4,Dallas Stars,5,Normal Time,18133,Dallas Stars,Played,1.94,4.45,3.45,-96.810706,32.791093,Dallas Stars vs New Jersey Devils | Score: 5 - 4 Normal Time | Winner is Dallas Stars
1/01/2019,2018/2019,Edmonton Oilers,3,Arizo Coyotes,1,Normal Time,12583,Edmonton Oilers,Played,2.47,4.2,2.55,-112.261173,33.532977,Arizo Coyotes vs Edmonton Oilers | Score: 1 - 3 Normal Time | Winner is Edmonton Oilers
1/01/2019,2018/2019,San Jose Sharks,5,Colorado Avalanche,4,Normal Time,17891,San Jose Sharks,Played,2.63,4.33,2.36,-105.008479,39.74822,Colorado Avalanche vs San Jose Sharks | Score: 4 - 5 Normal Time | Winner is San Jose Sharks
1/01/2019,2018/2019,Pittsburgh Penguins,7,New York Rangers,2,Normal Time,18006,Pittsburgh Penguins,Played,3.16,4.33,2.11,-73.993455,40.750478,New York Rangers vs Pittsburgh Penguins | Score: 2 - 7 Normal Time | Winner is Pittsburgh Penguins
1/01/2019,2018/2019,Calgary Flames,5,Detroit Red Wings,3,Normal Time,19515,Calgary Flames,Played,3.55,4.45,1.87,-83.055271,42.341077,Detroit Red Wings vs Calgary Flames | Score: 3 - 5 Normal Time | Winner is Calgary Flames
1/01/2019,2018/2019,Vancouver Canucks,4,Ottawa Setors,3,OT,16358,Vancouver Canucks,Played,2.8,4.35,2.19,-75.927207,45.296899,Ottawa Setors vs Vancouver Canucks | Score: 3 - 4 OT | Winner is Vancouver Canucks
2/01/2019,2018/2019,Tampa Bay Lightning,6,Los Angeles Kings,2,Normal Time,17551,Tampa Bay Lightning,Played,3.65,4.85,1.86,-118.267259,34.043004,Los Angeles Kings vs Tampa Bay Lightning | Score: 2 - 6 Normal Time | Winner is Tampa Bay Lightning
2/01/2019,2018/2019,Washington Capitals,2,St. Louis Blues,5,Normal Time,17200,St. Louis Blues,Played,2.81,4.35,2.3,-90.202834,38.626798,St. Louis Blues vs Washington Capitals | Score: 5 - 2 Normal Time | Winner is St. Louis Blues
2/01/2019,2018/2019,Caroli Hurricanes,5,Philadelphia Flyers,3,Normal Time,18718,Caroli Hurricanes,Played,2.39,4.2,2.6,-75.171967,39.90041,Philadelphia Flyers vs Caroli Hurricanes | Score: 3 - 5 Normal Time | Winner is Caroli Hurricanes
2/01/2019,2018/2019,Chicago Blackhawks,2,New York Islanders,3,OT,13454,New York Islanders,Played,1.94,4.4,3.48,-73.975334,40.682624,New York Islanders vs Chicago Blackhawks | Score: 3 - 2 OT | Winner is New York Islanders
2/01/2019,2018/2019,Calgary Flames,4,Boston Bruins,6,Normal Time,17565,Boston Bruins,Played,2.04,4.33,3.15,-71.062106,42.366179,Boston Bruins vs Calgary Flames | Score: 6 - 4 Normal Time | Winner is Boston Bruins
2/01/2019,2018/2019,Florida Panthers,3,Buffalo Sabres,4,Normal Time,18551,Buffalo Sabres,Played,2.72,4.2,2.35,-78.876395,42.874951,Buffalo Sabres vs Florida Panthers | Score: 4 - 3 Normal Time | Winner is Buffalo Sabres
2/01/2019,2018/2019,Vancouver Canucks,0,Montreal Cadiens,2,Normal Time,21302,Montreal Cadiens,Played,1.8,4.7,3.75,-73.56945,44.496067,Montreal Cadiens vs Vancouver Canucks | Score: 2 - 0 Normal Time | Winner is Montreal Cadiens
3/01/2019,2018/2019,Washington Capitals,1,Dallas Stars,2,OT,18532,Dallas Stars,Played,2.4,4.45,2.6,-96.810706,32.791093,Dallas Stars vs Washington Capitals | Score: 2 - 1 OT | Winner is Dallas Stars
3/01/2019,2018/2019,New Jersey Devils,3,Arizo Coyotes,2,SO,12636,New Jersey Devils,Played,2.38,4.2,2.65,-112.261173,33.532977,Arizo Coyotes vs New Jersey Devils | Score: 2 - 3 SO | Winner is New Jersey Devils
3/01/2019,2018/2019,Vegas Golden Knights,3,Aheim Ducks,2,Normal Time,17222,Vegas Golden Knights,Played,2.9,4.2,2.19,-117.876426,33.807714,Aheim Ducks vs Vegas Golden Knights | Score: 2 - 3 Normal Time | Winner is Vegas Golden Knights
3/01/2019,2018/2019,Columbus Blue Jackets,2,Caroli Hurricanes,4,Normal Time,15346,Caroli Hurricanes,Played,2.65,4.33,2.35,-78.721967,35.803306,Caroli Hurricanes vs Columbus Blue Jackets | Score: 4 - 2 Normal Time | Winner is Caroli Hurricanes
3/01/2019,2018/2019,Winnipeg Jets,0,Pittsburgh Penguins,4,Normal Time,18642,Pittsburgh Penguins,Played,2.14,4.4,2.88,-79.989706,40.438823,Pittsburgh Penguins vs Winnipeg Jets | Score: 4 - 0 Normal Time | Winner is Pittsburgh Penguins
3/01/2019,2018/2019,shville Predators,3,Detroit Red Wings,4,OT,19515,Detroit Red Wings,Played,3.58,4.5,1.91,-83.055271,42.341077,Detroit Red Wings vs shville Predators | Score: 4 - 3 OT | Winner is Detroit Red Wings
4/01/2019,2018/2019,Columbus Blue Jackets,4,Florida Panthers,3,OT,15213,Columbus Blue Jackets,Played,2.34,4.33,2.65,-80.325378,26.158498,Florida Panthers vs Columbus Blue Jackets | Score: 3 - 4 OT | Winner is Columbus Blue Jackets
4/01/2019,2018/2019,Edmonton Oilers,0,Los Angeles Kings,4,Normal Time,18230,Los Angeles Kings,Played,2.44,4.1,2.55,-118.267259,34.043004,Los Angeles Kings vs Edmonton Oilers | Score: 4 - 0 Normal Time | Winner is Los Angeles Kings
4/01/2019,2018/2019,Tampa Bay Lightning,2,San Jose Sharks,5,Normal Time,17562,San Jose Sharks,Played,2.52,4.45,2.4,-121.901304,37.332713,San Jose Sharks vs Tampa Bay Lightning | Score: 5 - 2 Normal Time | Winner is San Jose Sharks
4/01/2019,2018/2019,Buffalo Sabres,1,Boston Bruins,2,Normal Time,17565,Boston Bruins,Played,1.73,4.55,4.25,-71.062106,42.366179,Boston Bruins vs Buffalo Sabres | Score: 2 - 1 Normal Time | Winner is Boston Bruins
4/01/2019,2018/2019,Vancouver Canucks,0,Toronto Maple Leafs,5,Normal Time,19388,Toronto Maple Leafs,Played,1.62,5,4.65,-79.379026,43.64341,Toronto Maple Leafs vs Vancouver Canucks | Score: 5 - 0 Normal Time | Winner is Toronto Maple Leafs
4/01/2019,2018/2019,shville Predators,4,Montreal Cadiens,1,Normal Time,21302,shville Predators,Played,2.35,4.2,2.7,-73.56945,44.496067,Montreal Cadiens vs shville Predators | Score: 1 - 4 Normal Time | Winner is shville Predators
4/01/2019,2018/2019,Minnesota Wild,4,Ottawa Setors,3,Normal Time,14124,Minnesota Wild,Played,3.45,4.5,1.93,-75.927207,45.296899,Ottawa Setors vs Minnesota Wild | Score: 3 - 4 Normal Time | Winner is Minnesota Wild
