date,season,away_team.x,away_goals,home_team,home_goals,extra_time,attendance,winner,game_status,home_odds,tie_odds,away_odds,location_lon,location_lat,label_content
29/03/2019,2018/2019,Vegas Golden Knights,3,San Jose Sharks,4,OT,17562,San Jose Sharks,Played,2.09,4.5,3.02,-121.901304,37.332713,San Jose Sharks vs Vegas Golden Knights | Score: 4 - 3 OT | Winner is San Jose Sharks
29/03/2019,2018/2019,Buffalo Sabres,1,New York Islanders,5,Normal Time,13917,New York Islanders,Played,1.74,4.6,4.3,-73.975334,40.682624,New York Islanders vs Buffalo Sabres | Score: 5 - 1 Normal Time | Winner is New York Islanders
29/03/2019,2018/2019,St. Louis Blues,3,New Jersey Devils,2,OT,16514,St. Louis Blues,Played,4.3,4.7,1.83,-74.171058,40.733511,New Jersey Devils vs St. Louis Blues | Score: 2 - 3 OT | Winner is St. Louis Blues
29/03/2019,2018/2019,Toronto Maple Leafs,2,Ottawa Setors,4,Normal Time,18655,Ottawa Setors,Played,4.1,5,1.72,-75.927207,45.296899,Ottawa Setors vs Toronto Maple Leafs | Score: 4 - 2 Normal Time | Winner is Ottawa Setors
29/03/2019,2018/2019,Dallas Stars,2,Vancouver Canucks,3,SO,18663,Vancouver Canucks,Played,3.15,4.33,2.13,-123.108833,49.277821,Vancouver Canucks vs Dallas Stars | Score: 3 - 2 SO | Winner is Vancouver Canucks
29/03/2019,2018/2019,Montreal Cadiens,3,Winnipeg Jets,1,Normal Time,15321,Montreal Cadiens,Played,2.09,4.4,3.1,-97.143754,49.89259,Winnipeg Jets vs Montreal Cadiens | Score: 1 - 3 Normal Time | Winner is Montreal Cadiens
29/03/2019,2018/2019,Aheim Ducks,5,Edmonton Oilers,1,Normal Time,18347,Aheim Ducks,Played,2.02,4.55,3.22,-113.498029,53.546977,Edmonton Oilers vs Aheim Ducks | Score: 1 - 5 Normal Time | Winner is Aheim Ducks
30/03/2019,2018/2019,Calgary Flames,5,San Jose Sharks,3,Normal Time,17313,Calgary Flames,Played,2.56,4.5,2.5,-121.901304,37.332713,San Jose Sharks vs Calgary Flames | Score: 3 - 5 Normal Time | Winner is Calgary Flames
30/03/2019,2018/2019,Boston Bruins,3,Detroit Red Wings,6,Normal Time,19515,Detroit Red Wings,Played,4.1,5.05,1.77,-83.055271,42.341077,Detroit Red Wings vs Boston Bruins | Score: 6 - 3 Normal Time | Winner is Detroit Red Wings
30/03/2019,2018/2019,Columbus Blue Jackets,4,Buffalo Sabres,0,Normal Time,17990,Columbus Blue Jackets,Played,4.05,4.75,1.75,-78.876395,42.874951,Buffalo Sabres vs Columbus Blue Jackets | Score: 0 - 4 Normal Time | Winner is Columbus Blue Jackets
31/03/2019,2018/2019,Washington Capitals,3,Florida Panthers,5,Normal Time,14376,Florida Panthers,Played,2.8,5.05,2.25,-80.325378,26.158498,Florida Panthers vs Washington Capitals | Score: 5 - 3 Normal Time | Winner is Florida Panthers
31/03/2019,2018/2019,Calgary Flames,7,Los Angeles Kings,2,Normal Time,18117,Calgary Flames,Played,2.7,4.33,2.38,-118.267259,34.043004,Los Angeles Kings vs Calgary Flames | Score: 2 - 7 Normal Time | Winner is Calgary Flames
31/03/2019,2018/2019,Edmonton Oilers,1,Vegas Golden Knights,3,Normal Time,18367,Vegas Golden Knights,Played,1.77,4.8,4.33,-115.178408,36.102827,Vegas Golden Knights vs Edmonton Oilers | Score: 3 - 1 Normal Time | Winner is Vegas Golden Knights
31/03/2019,2018/2019,Colorado Avalanche,2,St. Louis Blues,3,SO,17767,St. Louis Blues,Played,2,4.4,3.44,-90.202834,38.626798,St. Louis Blues vs Colorado Avalanche | Score: 3 - 2 SO | Winner is St. Louis Blues
31/03/2019,2018/2019,Toronto Maple Leafs,2,New York Islanders,1,Normal Time,13917,Toronto Maple Leafs,Played,2.54,4.33,2.46,-73.975334,40.682624,New York Islanders vs Toronto Maple Leafs | Score: 1 - 2 Normal Time | Winner is Toronto Maple Leafs
31/03/2019,2018/2019,Winnipeg Jets,4,Chicago Blackhawks,3,OT,21314,Winnipeg Jets,Played,2.65,4.5,2.33,-87.674192,41.880666,Chicago Blackhawks vs Winnipeg Jets | Score: 3 - 4 OT | Winner is Winnipeg Jets
31/03/2019,2018/2019,Tampa Bay Lightning,5,Ottawa Setors,2,Normal Time,13628,Tampa Bay Lightning,Played,5,5.5,1.6,-75.927207,45.296899,Ottawa Setors vs Tampa Bay Lightning | Score: 2 - 5 Normal Time | Winner is Tampa Bay Lightning
1/04/2019,2018/2019,Philadelphia Flyers,2,Dallas Stars,6,Normal Time,18532,Dallas Stars,Played,1.9,4.5,3.86,-96.810706,32.791093,Dallas Stars vs Philadelphia Flyers | Score: 6 - 2 Normal Time | Winner is Dallas Stars
1/04/2019,2018/2019,Los Angeles Kings,3,Arizo Coyotes,1,Normal Time,14687,Los Angeles Kings,Played,1.72,4.4,4.4,-112.261173,33.532977,Arizo Coyotes vs Los Angeles Kings | Score: 1 - 3 Normal Time | Winner is Los Angeles Kings
1/04/2019,2018/2019,Edmonton Oilers,2,Colorado Avalanche,6,Normal Time,17021,Colorado Avalanche,Played,1.83,4.75,4.1,-105.008479,39.74822,Colorado Avalanche vs Edmonton Oilers | Score: 6 - 2 Normal Time | Winner is Colorado Avalanche
1/04/2019,2018/2019,Boston Bruins,6,Columbus Blue Jackets,2,Normal Time,18890,Boston Bruins,Played,2.2,4.4,3,-83.006102,39.96904,Columbus Blue Jackets vs Boston Bruins | Score: 2 - 6 Normal Time | Winner is Boston Bruins
1/04/2019,2018/2019,Pittsburgh Penguins,1,Detroit Red Wings,4,Normal Time,19515,Detroit Red Wings,Played,3.82,4.75,1.83,-83.055271,42.341077,Detroit Red Wings vs Pittsburgh Penguins | Score: 4 - 1 Normal Time | Winner is Detroit Red Wings
1/04/2019,2018/2019,shville Predators,3,Buffalo Sabres,2,Normal Time,16569,shville Predators,Played,4.05,4.6,1.8,-78.876395,42.874951,Buffalo Sabres vs shville Predators | Score: 2 - 3 Normal Time | Winner is shville Predators
1/04/2019,2018/2019,Caroli Hurricanes,4,Toronto Maple Leafs,1,Normal Time,19097,Caroli Hurricanes,Played,2.58,4.4,2.41,-79.379026,43.64341,Toronto Maple Leafs vs Caroli Hurricanes | Score: 1 - 4 Normal Time | Winner is Caroli Hurricanes
1/04/2019,2018/2019,Tampa Bay Lightning,2,Montreal Cadiens,4,Normal Time,21302,Montreal Cadiens,Played,2.33,4.4,2.65,-73.56945,44.496067,Montreal Cadiens vs Tampa Bay Lightning | Score: 4 - 2 Normal Time | Winner is Montreal Cadiens
1/04/2019,2018/2019,Winnipeg Jets,1,Minnesota Wild,5,Normal Time,18590,Minnesota Wild,Played,2.25,4.33,2.9,-93.102168,44.944905,Minnesota Wild vs Winnipeg Jets | Score: 5 - 1 Normal Time | Winner is Minnesota Wild
1/04/2019,2018/2019,San Jose Sharks,2,Vancouver Canucks,4,Normal Time,18524,Vancouver Canucks,Played,3.3,4.75,1.96,-123.108833,49.277821,Vancouver Canucks vs San Jose Sharks | Score: 4 - 2 Normal Time | Winner is Vancouver Canucks
2/04/2019,2018/2019,Calgary Flames,1,Aheim Ducks,3,Normal Time,17174,Aheim Ducks,Played,3.25,4.5,2,-117.876426,33.807714,Aheim Ducks vs Calgary Flames | Score: 3 - 1 Normal Time | Winner is Aheim Ducks
2/04/2019,2018/2019,Ottawa Setors,4,New York Rangers,1,Normal Time,16562,Ottawa Setors,Played,1.91,4.75,3.4,-73.993455,40.750478,New York Rangers vs Ottawa Setors | Score: 1 - 4 Normal Time | Winner is Ottawa Setors
2/04/2019,2018/2019,St. Louis Blues,3,Chicago Blackhawks,4,SO,21482,Chicago Blackhawks,Played,3.35,4.6,2,-87.674192,41.880666,Chicago Blackhawks vs St. Louis Blues | Score: 4 - 3 SO | Winner is Chicago Blackhawks
3/04/2019,2018/2019,New Jersey Devils,1,Caroli Hurricanes,3,Normal Time,17645,Caroli Hurricanes,Played,1.58,5.55,5.65,-78.721967,35.803306,Caroli Hurricanes vs New Jersey Devils | Score: 3 - 1 Normal Time | Winner is Caroli Hurricanes
3/04/2019,2018/2019,Arizo Coyotes,4,Vegas Golden Knights,1,Normal Time,18485,Arizo Coyotes,Played,1.81,4.6,4,-115.178408,36.102827,Vegas Golden Knights vs Arizo Coyotes | Score: 1 - 4 Normal Time | Winner is Arizo Coyotes
3/04/2019,2018/2019,Vancouver Canucks,2,shville Predators,3,Normal Time,17669,shville Predators,Played,1.63,4.75,4.75,-86.778458,36.159125,shville Predators vs Vancouver Canucks | Score: 3 - 2 Normal Time | Winner is shville Predators
3/04/2019,2018/2019,Philadelphia Flyers,3,St. Louis Blues,7,Normal Time,18203,St. Louis Blues,Played,1.78,4.75,3.92,-90.202834,38.626798,St. Louis Blues vs Philadelphia Flyers | Score: 7 - 3 Normal Time | Winner is St. Louis Blues
3/04/2019,2018/2019,Montreal Cadiens,1,Washington Capitals,2,Normal Time,18506,Washington Capitals,Played,2.15,4.5,2.95,-77.021903,38.898147,Washington Capitals vs Montreal Cadiens | Score: 2 - 1 Normal Time | Winner is Washington Capitals
3/04/2019,2018/2019,Winnipeg Jets,2,Colorado Avalanche,3,OT,18003,Colorado Avalanche,Played,2.35,4.33,2.7,-105.008479,39.74822,Colorado Avalanche vs Winnipeg Jets | Score: 3 - 2 OT | Winner is Colorado Avalanche
3/04/2019,2018/2019,Detroit Red Wings,1,Pittsburgh Penguins,4,Normal Time,18574,Pittsburgh Penguins,Played,1.55,5.95,5.15,-79.989706,40.438823,Pittsburgh Penguins vs Detroit Red Wings | Score: 4 - 1 Normal Time | Winner is Pittsburgh Penguins
3/04/2019,2018/2019,Ottawa Setors,2,Buffalo Sabres,5,Normal Time,17988,Buffalo Sabres,Played,1.83,4.75,3.68,-78.876395,42.874951,Buffalo Sabres vs Ottawa Setors | Score: 5 - 2 Normal Time | Winner is Buffalo Sabres
3/04/2019,2018/2019,Tampa Bay Lightning,3,Toronto Maple Leafs,1,Normal Time,19400,Tampa Bay Lightning,Played,2.56,4.6,2.4,-79.379026,43.64341,Toronto Maple Leafs vs Tampa Bay Lightning | Score: 1 - 3 Normal Time | Winner is Tampa Bay Lightning
3/04/2019,2018/2019,Boston Bruins,3,Minnesota Wild,0,Normal Time,19074,Boston Bruins,Played,2.32,4.2,2.77,-93.102168,44.944905,Minnesota Wild vs Boston Bruins | Score: 0 - 3 Normal Time | Winner is Boston Bruins
3/04/2019,2018/2019,San Jose Sharks,3,Edmonton Oilers,2,Normal Time,18347,San Jose Sharks,Played,2.98,4.75,2.09,-113.498029,53.546977,Edmonton Oilers vs San Jose Sharks | Score: 2 - 3 Normal Time | Winner is San Jose Sharks
4/04/2019,2018/2019,Los Angeles Kings,2,Aheim Ducks,5,Normal Time,17306,Aheim Ducks,Played,2.03,4.33,3.42,-117.876426,33.807714,Aheim Ducks vs Los Angeles Kings | Score: 5 - 2 Normal Time | Winner is Aheim Ducks
4/04/2019,2018/2019,Columbus Blue Jackets,3,New York Rangers,2,SO,17341,Columbus Blue Jackets,Played,4.5,5.05,1.64,-73.993455,40.750478,New York Rangers vs Columbus Blue Jackets | Score: 2 - 3 SO | Winner is Columbus Blue Jackets
4/04/2019,2018/2019,Dallas Stars,1,Chicago Blackhawks,6,Normal Time,21626,Chicago Blackhawks,Played,2.45,4.33,2.54,-87.674192,41.880666,Chicago Blackhawks vs Dallas Stars | Score: 6 - 1 Normal Time | Winner is Chicago Blackhawks
5/04/2019,2018/2019,New Jersey Devils,4,Florida Panthers,3,OT,15259,New Jersey Devils,Played,1.79,5.05,3.84,-80.325378,26.158498,Florida Panthers vs New Jersey Devils | Score: 3 - 4 OT | Winner is New Jersey Devils
5/04/2019,2018/2019,Minnesota Wild,0,Dallas Stars,3,Normal Time,18532,Dallas Stars,Played,2.01,4.33,3.35,-96.810706,32.791093,Dallas Stars vs Minnesota Wild | Score: 3 - 0 Normal Time | Winner is Dallas Stars
5/04/2019,2018/2019,Winnipeg Jets,4,Arizo Coyotes,2,Normal Time,17125,Winnipeg Jets,Played,3,4.33,2.22,-112.261173,33.532977,Arizo Coyotes vs Winnipeg Jets | Score: 2 - 4 Normal Time | Winner is Winnipeg Jets
5/04/2019,2018/2019,Vegas Golden Knights,2,Los Angeles Kings,5,Normal Time,18230,Los Angeles Kings,Played,3.26,4.5,2.05,-118.267259,34.043004,Los Angeles Kings vs Vegas Golden Knights | Score: 5 - 2 Normal Time | Winner is Los Angeles Kings
5/04/2019,2018/2019,Chicago Blackhawks,2,shville Predators,5,Normal Time,17694,shville Predators,Played,1.67,5.05,4.2,-86.778458,36.159125,shville Predators vs Chicago Blackhawks | Score: 5 - 2 Normal Time | Winner is shville Predators
5/04/2019,2018/2019,Colorado Avalanche,2,San Jose Sharks,5,Normal Time,17562,San Jose Sharks,Played,2,4.6,3.24,-121.901304,37.332713,San Jose Sharks vs Colorado Avalanche | Score: 5 - 2 Normal Time | Winner is San Jose Sharks
5/04/2019,2018/2019,Caroli Hurricanes,4,Philadelphia Flyers,3,Normal Time,19433,Caroli Hurricanes,Played,2.97,4.85,2.12,-75.171967,39.90041,Philadelphia Flyers vs Caroli Hurricanes | Score: 3 - 4 Normal Time | Winner is Caroli Hurricanes
5/04/2019,2018/2019,Buffalo Sabres,7,Detroit Red Wings,1,Normal Time,19515,Buffalo Sabres,Played,2.41,4.4,2.62,-83.055271,42.341077,Detroit Red Wings vs Buffalo Sabres | Score: 1 - 7 Normal Time | Winner is Buffalo Sabres
5/04/2019,2018/2019,Toronto Maple Leafs,5,Montreal Cadiens,6,SO,21302,Montreal Cadiens,Played,2.46,4.5,2.52,-73.56945,44.496067,Montreal Cadiens vs Toronto Maple Leafs | Score: 6 - 5 SO | Winner is Montreal Cadiens
5/04/2019,2018/2019,Columbus Blue Jackets,6,Ottawa Setors,2,Normal Time,18425,Columbus Blue Jackets,Played,4.4,4.75,1.85,-75.927207,45.296899,Ottawa Setors vs Columbus Blue Jackets | Score: 2 - 6 Normal Time | Winner is Columbus Blue Jackets
5/04/2019,2018/2019,Edmonton Oilers,3,Calgary Flames,1,Normal Time,19289,Edmonton Oilers,Played,1.85,4.75,3.74,-114.051939,51.037398,Calgary Flames vs Edmonton Oilers | Score: 1 - 3 Normal Time | Winner is Edmonton Oilers
1/10/2019,2019/2020,San Jose Sharks,1,Vegas Golden Knights,4,Normal Time,18588,Vegas Golden Knights,Played,1.92,4.75,3.62,-115.178408,36.102827,Vegas Golden Knights vs San Jose Sharks | Score: 4 - 1 Normal Time | Winner is Vegas Golden Knights
1/10/2019,2019/2020,Washington Capitals,3,St. Louis Blues,2,OT,18096,Washington Capitals,Played,2.08,4.5,3.25,-90.202834,38.626798,St. Louis Blues vs Washington Capitals | Score: 2 - 3 OT | Winner is Washington Capitals
1/10/2019,2019/2020,Ottawa Setors,3,Toronto Maple Leafs,5,Normal Time,19612,Toronto Maple Leafs,Played,1.48,5.55,6,-79.379026,43.64341,Toronto Maple Leafs vs Ottawa Setors | Score: 5 - 3 Normal Time | Winner is Toronto Maple Leafs
1/10/2019,2019/2020,Vancouver Canucks,2,Edmonton Oilers,3,Normal Time,18347,Edmonton Oilers,Played,2.22,4.33,2.9,-113.498029,53.546977,Edmonton Oilers vs Vancouver Canucks | Score: 3 - 2 Normal Time | Winner is Edmonton Oilers
3/10/2019,2019/2020,Chicago Blackhawks,3,Philadelphia Flyers,4,Normal Time,17463,Philadelphia Flyers,Played,2.35,4.5,2.75,-75.171967,39.90041,Philadelphia Flyers vs Chicago Blackhawks | Score: 4 - 3 Normal Time | Winner is Philadelphia Flyers
5/10/2019,2019/2020,Tampa Bay Lightning,3,Caroli Hurricanes,4,OT,14125,Caroli Hurricanes,Played,2.54,4.4,2.4,-78.721967,35.803306,Caroli Hurricanes vs Tampa Bay Lightning | Score: 4 - 3 OT | Winner is Caroli Hurricanes
11/10/2019,2019/2020,Florida Panthers,2,New York Islanders,3,SO,11421,New York Islanders,Played,1.92,4.5,3.52,-73.975334,40.682624,New York Islanders vs Florida Panthers | Score: 3 - 2 SO | Winner is New York Islanders
11/10/2019,2019/2020,Edmonton Oilers,4,New York Rangers,1,Normal Time,17177,Edmonton Oilers,Played,2.25,4.5,2.71,-73.993455,40.750478,New York Rangers vs Edmonton Oilers | Score: 1 - 4 Normal Time | Winner is Edmonton Oilers
11/10/2019,2019/2020,Tampa Bay Lightning,2,Ottawa Setors,4,Normal Time,11023,Ottawa Setors,Played,4.9,5.25,1.6,-75.927207,45.296899,Ottawa Setors vs Tampa Bay Lightning | Score: 4 - 2 Normal Time | Winner is Ottawa Setors
12/10/2019,2019/2020,Vegas Golden Knights,5,Los Angeles Kings,2,Normal Time,17699,Vegas Golden Knights,Played,3.18,4.5,2,-118.267259,34.043004,Los Angeles Kings vs Vegas Golden Knights | Score: 2 - 5 Normal Time | Winner is Vegas Golden Knights
13/10/2019,2019/2020,Colorado Avalanche,6,Washington Capitals,3,Normal Time,18573,Colorado Avalanche,Played,2.24,4.5,2.9,-77.021903,38.898147,Washington Capitals vs Colorado Avalanche | Score: 3 - 6 Normal Time | Winner is Colorado Avalanche
13/10/2019,2019/2020,St. Louis Blues,2,New York Islanders,3,OT,10355,New York Islanders,Played,2.85,4.33,2.28,-73.975334,40.682624,New York Islanders vs St. Louis Blues | Score: 3 - 2 OT | Winner is New York Islanders
13/10/2019,2019/2020,Florida Panthers,6,New Jersey Devils,4,Normal Time,13208,Florida Panthers,Played,2.54,4.4,2.46,-74.171058,40.733511,New Jersey Devils vs Florida Panthers | Score: 4 - 6 Normal Time | Winner is Florida Panthers
13/10/2019,2019/2020,Aheim Ducks,2,Boston Bruins,4,Normal Time,17193,Boston Bruins,Played,1.79,4.5,4.02,-71.062106,42.366179,Boston Bruins vs Aheim Ducks | Score: 4 - 2 Normal Time | Winner is Boston Bruins
13/10/2019,2019/2020,Dallas Stars,0,Buffalo Sabres,4,Normal Time,16595,Buffalo Sabres,Played,2.6,4.2,2.42,-78.876395,42.874951,Buffalo Sabres vs Dallas Stars | Score: 4 - 0 Normal Time | Winner is Buffalo Sabres
13/10/2019,2019/2020,Minnesota Wild,2,Ottawa Setors,0,Normal Time,11500,Minnesota Wild,Played,2.82,4.5,2.2,-75.927207,45.296899,Ottawa Setors vs Minnesota Wild | Score: 0 - 2 Normal Time | Winner is Minnesota Wild
18/10/2019,2019/2020,Montreal Cadiens,5,St. Louis Blues,2,Normal Time,18096,Montreal Cadiens,Played,2.1,4.5,3.01,-90.202834,38.626798,St. Louis Blues vs Montreal Cadiens | Score: 2 - 5 Normal Time | Winner is Montreal Cadiens
18/10/2019,2019/2020,Vegas Golden Knights,3,Pittsburgh Penguins,0,Normal Time,18610,Vegas Golden Knights,Played,2.1,4.4,3.06,-79.989706,40.438823,Pittsburgh Penguins vs Vegas Golden Knights | Score: 0 - 3 Normal Time | Winner is Vegas Golden Knights
18/10/2019,2019/2020,Vancouver Canucks,0,New Jersey Devils,1,Normal Time,13818,New Jersey Devils,Played,2.27,4.4,2.85,-74.171058,40.733511,New Jersey Devils vs Vancouver Canucks | Score: 1 - 0 Normal Time | Winner is New Jersey Devils
19/10/2019,2019/2020,Vancouver Canucks,3,New York Rangers,2,Normal Time,17030,Vancouver Canucks,Played,2.32,4.4,2.68,-73.993455,40.750478,New York Rangers vs Vancouver Canucks | Score: 2 - 3 Normal Time | Winner is Vancouver Canucks
19/10/2019,2019/2020,Montreal Cadiens,3,Minnesota Wild,4,Normal Time,17344,Minnesota Wild,Played,2.35,4.33,2.65,-93.102168,44.944905,Minnesota Wild vs Montreal Cadiens | Score: 4 - 3 Normal Time | Winner is Minnesota Wild
21/10/2019,2019/2020,Ottawa Setors,1,Dallas Stars,2,Normal Time,17896,Dallas Stars,Played,1.73,4.75,4.05,-96.810706,32.791093,Dallas Stars vs Ottawa Setors | Score: 2 - 1 Normal Time | Winner is Dallas Stars
21/10/2019,2019/2020,Colorado Avalanche,1,St. Louis Blues,3,Normal Time,18096,St. Louis Blues,Played,2.17,4.4,2.94,-90.202834,38.626798,St. Louis Blues vs Colorado Avalanche | Score: 3 - 1 Normal Time | Winner is St. Louis Blues
21/10/2019,2019/2020,Vegas Golden Knights,2,Philadelphia Flyers,6,Normal Time,16780,Philadelphia Flyers,Played,2.6,4.4,2.45,-75.171967,39.90041,Philadelphia Flyers vs Vegas Golden Knights | Score: 6 - 2 Normal Time | Winner is Philadelphia Flyers
21/10/2019,2019/2020,Columbus Blue Jackets,4,Toronto Maple Leafs,3,OT,18898,Columbus Blue Jackets,Played,1.78,4.75,3.8,-79.379026,43.64341,Toronto Maple Leafs vs Columbus Blue Jackets | Score: 3 - 4 OT | Winner is Columbus Blue Jackets
22/10/2019,2019/2020,Pittsburgh Penguins,2,Florida Panthers,4,Normal Time,12738,Florida Panthers,Played,2.12,4.5,3.14,-80.325378,26.158498,Florida Panthers vs Pittsburgh Penguins | Score: 4 - 2 Normal Time | Winner is Florida Panthers
22/10/2019,2019/2020,Aheim Ducks,1,shville Predators,6,Normal Time,17424,shville Predators,Played,2,4.4,3.35,-86.778458,36.159125,shville Predators vs Aheim Ducks | Score: 6 - 1 Normal Time | Winner is shville Predators
22/10/2019,2019/2020,Arizo Coyotes,3,New York Rangers,2,OT,17435,Arizo Coyotes,Played,2.73,4.33,2.4,-73.993455,40.750478,New York Rangers vs Arizo Coyotes | Score: 2 - 3 OT | Winner is Arizo Coyotes
22/10/2019,2019/2020,Vegas Golden Knights,2,Chicago Blackhawks,1,SO,21172,Vegas Golden Knights,Played,2.6,4.4,2.35,-87.674192,41.880666,Chicago Blackhawks vs Vegas Golden Knights | Score: 1 - 2 SO | Winner is Vegas Golden Knights
22/10/2019,2019/2020,Vancouver Canucks,5,Detroit Red Wings,2,Normal Time,18455,Vancouver Canucks,Played,2.72,4.33,2.5,-83.055271,42.341077,Detroit Red Wings vs Vancouver Canucks | Score: 2 - 5 Normal Time | Winner is Vancouver Canucks
22/10/2019,2019/2020,Toronto Maple Leafs,2,Boston Bruins,4,Normal Time,17193,Boston Bruins,Played,1.84,4.75,3.55,-71.062106,42.366179,Boston Bruins vs Toronto Maple Leafs | Score: 4 - 2 Normal Time | Winner is Boston Bruins
22/10/2019,2019/2020,San Jose Sharks,3,Buffalo Sabres,4,OT,15876,Buffalo Sabres,Played,2.38,4.5,2.8,-78.876395,42.874951,Buffalo Sabres vs San Jose Sharks | Score: 4 - 3 OT | Winner is Buffalo Sabres
22/10/2019,2019/2020,Edmonton Oilers,0,Minnesota Wild,3,Normal Time,17189,Minnesota Wild,Played,2.4,4.33,2.78,-93.102168,44.944905,Minnesota Wild vs Edmonton Oilers | Score: 3 - 0 Normal Time | Winner is Minnesota Wild
22/10/2019,2019/2020,Los Angeles Kings,3,Winnipeg Jets,2,Normal Time,15325,Los Angeles Kings,Played,2.1,4.5,2.95,-97.143754,49.89259,Winnipeg Jets vs Los Angeles Kings | Score: 2 - 3 Normal Time | Winner is Los Angeles Kings
22/10/2019,2019/2020,Washington Capitals,5,Calgary Flames,3,Normal Time,18002,Washington Capitals,Played,2.34,4.4,2.85,-114.051939,51.037398,Calgary Flames vs Washington Capitals | Score: 3 - 5 Normal Time | Winner is Washington Capitals
23/10/2019,2019/2020,Pittsburgh Penguins,2,Tampa Bay Lightning,3,Normal Time,19092,Tampa Bay Lightning,Played,1.63,5.15,4.55,-82.451804,27.942695,Tampa Bay Lightning vs Pittsburgh Penguins | Score: 3 - 2 Normal Time | Winner is Tampa Bay Lightning
23/10/2019,2019/2020,Detroit Red Wings,2,Ottawa Setors,5,Normal Time,11026,Ottawa Setors,Played,2.15,4.33,2.9,-75.927207,45.296899,Ottawa Setors vs Detroit Red Wings | Score: 5 - 2 Normal Time | Winner is Ottawa Setors
24/10/2019,2019/2020,Aheim Ducks,1,Dallas Stars,2,Normal Time,17754,Dallas Stars,Played,2.11,4.33,3.1,-96.810706,32.791093,Dallas Stars vs Aheim Ducks | Score: 2 - 1 Normal Time | Winner is Dallas Stars
24/10/2019,2019/2020,Minnesota Wild,0,shville Predators,4,Normal Time,17386,shville Predators,Played,1.9,4.5,3.55,-86.778458,36.159125,shville Predators vs Minnesota Wild | Score: 4 - 0 Normal Time | Winner is shville Predators
24/10/2019,2019/2020,Los Angeles Kings,2,St. Louis Blues,5,Normal Time,18096,St. Louis Blues,Played,1.91,4.6,3.54,-90.202834,38.626798,St. Louis Blues vs Los Angeles Kings | Score: 5 - 2 Normal Time | Winner is St. Louis Blues
24/10/2019,2019/2020,Caroli Hurricanes,3,Columbus Blue Jackets,4,OT,15398,Columbus Blue Jackets,Played,2.73,4.4,2.25,-83.006102,39.96904,Columbus Blue Jackets vs Caroli Hurricanes | Score: 4 - 3 OT | Winner is Columbus Blue Jackets
24/10/2019,2019/2020,Arizo Coyotes,2,New York Islanders,4,Normal Time,10752,New York Islanders,Played,2.4,4.2,2.65,-73.975334,40.682624,New York Islanders vs Arizo Coyotes | Score: 4 - 2 Normal Time | Winner is New York Islanders
24/10/2019,2019/2020,Buffalo Sabres,2,New York Rangers,6,Normal Time,16913,New York Rangers,Played,2.63,4.75,2.33,-73.993455,40.750478,New York Rangers vs Buffalo Sabres | Score: 6 - 2 Normal Time | Winner is New York Rangers
24/10/2019,2019/2020,Philadelphia Flyers,4,Chicago Blackhawks,1,Normal Time,21315,Philadelphia Flyers,Played,2.45,4.95,2.47,-87.674192,41.880666,Chicago Blackhawks vs Philadelphia Flyers | Score: 1 - 4 Normal Time | Winner is Philadelphia Flyers
24/10/2019,2019/2020,San Jose Sharks,4,Montreal Cadiens,2,Normal Time,21052,San Jose Sharks,Played,2.1,4.5,2.99,-73.56945,44.496067,Montreal Cadiens vs San Jose Sharks | Score: 2 - 4 Normal Time | Winner is San Jose Sharks
24/10/2019,2019/2020,Florida Panthers,5,Calgary Flames,6,SO,18011,Calgary Flames,Played,2.15,4.5,3.05,-114.051939,51.037398,Calgary Flames vs Florida Panthers | Score: 6 - 5 SO | Winner is Calgary Flames
24/10/2019,2019/2020,Washington Capitals,3,Edmonton Oilers,4,OT,17144,Edmonton Oilers,Played,2.85,4.45,2.18,-113.498029,53.546977,Edmonton Oilers vs Washington Capitals | Score: 4 - 3 OT | Winner is Edmonton Oilers
25/10/2019,2019/2020,Colorado Avalanche,6,Vegas Golden Knights,1,Normal Time,18420,Colorado Avalanche,Played,1.93,4.5,3.3,-115.178408,36.102827,Vegas Golden Knights vs Colorado Avalanche | Score: 1 - 6 Normal Time | Winner is Colorado Avalanche
25/10/2019,2019/2020,Arizo Coyotes,5,New Jersey Devils,3,Normal Time,14724,Arizo Coyotes,Played,2.3,4.33,2.8,-74.171058,40.733511,New Jersey Devils vs Arizo Coyotes | Score: 3 - 5 Normal Time | Winner is Arizo Coyotes
25/10/2019,2019/2020,Buffalo Sabres,2,Detroit Red Wings,0,Normal Time,18616,Buffalo Sabres,Played,2.55,5.1,2.36,-83.055271,42.341077,Detroit Red Wings vs Buffalo Sabres | Score: 0 - 2 Normal Time | Winner is Buffalo Sabres
25/10/2019,2019/2020,San Jose Sharks,1,Toronto Maple Leafs,4,Normal Time,19102,Toronto Maple Leafs,Played,1.87,4.75,3.56,-79.379026,43.64341,Toronto Maple Leafs vs San Jose Sharks | Score: 4 - 1 Normal Time | Winner is Toronto Maple Leafs
25/10/2019,2019/2020,Washington Capitals,6,Vancouver Canucks,5,SO,18871,Washington Capitals,Played,2.46,4.45,2.47,-123.108833,49.277821,Vancouver Canucks vs Washington Capitals | Score: 5 - 6 SO | Winner is Washington Capitals
26/10/2019,2019/2020,shville Predators,3,Tampa Bay Lightning,2,OT,19092,shville Predators,Played,1.94,4.6,3.3,-82.451804,27.942695,Tampa Bay Lightning vs shville Predators | Score: 2 - 3 OT | Winner is shville Predators
